id,EscapeDistance,Tail_Length,Sex,Year,Age3,Xpos,Ypos,Mother,Julian
CN08-013,47,57,Male,2009,2,385,95,0,266
CN08-013,48,61,Male,2009,2,385,165,0,267
CN08-013,45,58,Male,2009,2,365,145,0,217
CN08-013,51,56,Male,2009,2,385,165,0,181
CN08-013,45,NA,Male,2008,1,435,145,0,268
CN08-013,40,59,Male,2008,1,435,185,0,254
CN08-013,46,61,Male,2008,1,435,105,0,253
CN08-013,44,58,Male,2008,1,445,105,0,218
CN08-013,43,58,Male,2008,1,425,165,0,206
CN08-013,44,57,Male,2008,1,445,95,0,205
CN08-013,45,52,Male,2008,1,445,135,0,170
CN08-013,50,55,Male,2009,2,365,115,0,180
CN08-014,40,54,Male,2008,1,315,185,0,171
CN08-015,42,57,Male,2008,1,425,185,CN06-071,171
CN08-016,45,56,Male,2008,1,325,155,0,171
CN08-016,43,58,Male,2008,1,375,105,0,205
CN08-016,47,59,Male,2008,1,365,115,0,205
CN08-016,41,54,Male,2008,1,365,145,0,206
CN08-017,15,36,Female,2008,0,115,45,CN06-089,191
CN08-017,20,46,Female,2008,0,115,85,CN06-089,204
CN08-018,40,64,Female,2008,1,155,25,CN07-024,191
CN08-018,44,58,Female,2008,1,155,5,CN07-024,196
CN08-018,43,66,Female,2008,1,165,25,CN07-024,210
CN08-020,56,61,Female,2008,1,155,5,0,191
CN08-020,NA,NA,Female,2008,1,165,5,0,196
CN08-022,23,44,Male,2008,0,135,75,CN07-158,210
CN08-022,22,46,Male,2008,0,155,135,CN07-158,211
CN08-022,30,NA,Male,2008,0,125,75,CN07-158,238
CN08-022,32,49,Male,2008,0,135,105,CN07-158,239
CN08-022,30,53,Male,2008,0,125,55,CN07-158,260
CN08-022,32,49,Male,2008,0,145,105,CN07-158,261
CN08-022,49,54,Male,2009,1,155,75,CN07-158,168
CN08-022,45,NA,Male,2009,1,205,85,CN07-158,169
CN08-022,47,58,Male,2009,1,355,135,CN07-158,180
CN08-022,18,40,Male,2008,0,145,95,CN07-158,204
CN08-023,42,60,Male,2008,1,55,125,0,204
CN08-025,18,41,Male,2008,0,365,105,CN06-187,205
CN08-026,38,61,Female,2008,1,445,105,0,205
CN08-026,41,60,Female,2008,1,445,75,0,218
CN08-026,40,59,Female,2008,1,435,115,0,253
CN08-026,36,62,Female,2008,1,435,75,0,267
CN08-027,33,NA,Male,2008,1,325,155,0,254
CN08-027,41,57,Male,2008,1,315,125,0,267
CN08-027,35,59,Male,2008,1,335,135,0,253
CN08-027,37,57,Male,2008,1,385,195,0,219
CN08-027,42,NA,Male,2008,1,355,115,0,218
CN08-027,38,56,Male,2008,1,365,105,0,218
CN08-027,36,54,Male,2008,1,325,165,0,206
CN08-027,35,57,Male,2008,1,415,115,0,205
CN08-027,36,58,Male,2008,1,305,145,0,268
CN08-028,23,48,Male,2008,0,385,195,CN07-131,206
CN08-029,22,46,Male,2008,0,385,155,CN07-124,206
CN08-029,25,49,Male,2008,0,365,135,CN07-124,218
CN08-029,28,49,Male,2008,0,385,135,CN07-124,253
CN08-029,28,51,Male,2008,0,375,155,CN07-124,254
CN08-029,29,51,Male,2008,0,365,115,CN07-124,267
CN08-030,16,34,Male,2008,0,395,145,CN07-125,206
CN08-030,21,52,Male,2008,0,375,135,CN07-125,218
CN08-031,26,48,Male,2008,0,395,105,CN07-124,253
CN08-031,30,NA,Male,2008,0,385,115,CN07-124,267
CN08-031,23,43,Male,2008,0,375,145,CN07-124,206
CN08-031,23,48,Male,2008,0,375,115,CN07-124,218
CN08-032,50,62,Female,2010,3,285,35,CN07-043,229
CN08-032,45,61,Female,2008,1,265,25,CN07-043,210
CN08-032,41,57,Female,2008,1,275,45,CN07-043,262
CN08-032,45,58,Female,2009,2,275,45,CN07-043,182
CN08-032,46,56,Female,2009,2,285,35,CN07-043,195
CN08-032,45,59,Female,2009,2,275,25,CN07-043,209
CN08-032,46,60,Female,2009,2,285,35,CN07-043,216
CN08-032,47,60,Female,2009,2,285,35,CN07-043,236
CN08-032,50,60,Female,2009,2,285,35,CN07-043,260
CN08-033,22,47,Male,2008,0,225,65,CN07-108,210
CN08-034,24,49,Female,2008,0,255,115,CN07-108,253
CN08-034,28,47,Female,2008,0,275,65,CN07-108,262
CN08-034,25,45,Female,2008,0,265,125,CN07-108,267
CN08-034,NA,48,Female,2008,0,255,145,CN07-108,268
CN08-034,18,42,Female,2008,0,245,75,CN07-108,210
CN08-035,20,47,Male,2008,0,275,75,CN07-187,210
CN08-035,22,49,Male,2008,0,295,135,CN07-187,218
CN08-035,22,51,Male,2008,0,305,155,CN07-187,219
CN08-036,39,56,Female,2009,1,205,65,CN08-009,209
CN08-036,44,54,Female,2009,1,245,75,CN08-009,236
CN08-036,39,58,Female,2009,1,225,75,CN08-009,168
CN08-036,21,46,Female,2008,0,205,75,CN08-009,210
CN08-036,43,56,Female,2009,1,225,65,CN08-009,182
CN08-037,46,59,Male,2008,1,155,55,CN07-047,238
CN08-037,43,60,Male,2008,1,185,85,CN07-047,239
CN08-037,42,62,Male,2008,1,205,85,CN07-047,240
CN08-037,43,64,Male,2008,1,145,75,CN07-047,260
CN08-037,48,62,Male,2008,1,195,65,CN07-047,210
CN08-038,20,42,Male,2008,0,205,65,CN06-157,210
CN08-038,27,50,Male,2008,0,205,45,CN06-157,238
CN08-039,20,42,Male,2008,0,175,55,CN07-086,210
CN08-039,33,52,Male,2008,0,195,65,CN07-086,260
CN08-041,20,43,Male,2008,0,155,65,CN08-004,210
CN08-041,29,55,Male,2008,0,145,65,CN08-004,260
CN08-041,30,47,Male,2008,0,145,55,CN08-004,238
CN08-041,26,50,Male,2008,0,145,85,CN08-004,239
CN08-043,18,42,Male,2008,0,25,75,CN07-004,210
CN08-044,15,37,Male,2008,0,45,95,CN07-004,211
CN08-044,24,48,Male,2008,0,65,105,CN07-004,239
CN08-044,27,51,Male,2008,0,65,95,CN07-004,261
CN08-045,15,42,Female,2008,0,65,105,CN07-165,211
CN08-046,22,43,Male,2008,0,185,85,CN07-026,211
CN08-046,26,56,Male,2008,0,165,65,CN07-026,260
CN08-047,21,49,Male,2008,0,195,115,CN08-009,211
CN08-047,30,49,Male,2008,0,195,115,CN08-009,240
CN08-047,30,56,Male,2008,0,305,85,CN08-009,262
CN08-048,25,49,Female,2008,0,145,125,CN07-158,211
CN08-049,25,52,Male,2008,0,55,125,CN07-165,239
CN08-049,28,52,Male,2008,0,45,145,CN07-165,261
CN08-049,19,46,Male,2008,0,75,135,CN07-165,211
CN08-050,48,55,Male,2009,2,295,85,0,195
CN08-050,49,56,Male,2009,2,255,65,0,260
CN08-050,47,59,Male,2009,2,265,35,0,236
CN08-050,50,56,Male,2009,2,205,55,0,224
CN08-050,47,60,Male,2009,2,305,65,0,216
CN08-050,50,61,Male,2009,2,215,85,0,210
CN08-050,50,62,Male,2009,2,305,145,0,196
CN08-050,51,56,Male,2009,2,225,55,0,182
CN08-050,39,58,Male,2008,1,325,135,0,253
CN08-050,43,62,Male,2008,1,305,75,0,218
CN08-050,50,61,Male,2009,2,225,55,0,209
CN08-050,46,56,Male,2008,1,305,75,0,240
CN08-050,52,59,Male,2009,2,305,75,0,180
CN08-050,43,55,Male,2008,1,325,85,0,262
CN08-050,43,58,Male,2008,1,345,85,0,267
CN08-050,44,56,Male,2008,1,325,115,0,267
CN08-050,53,61,Male,2009,2,275,55,0,168
CN08-050,46,NA,Male,2008,1,345,115,0,218
CN08-051,25,54,Male,2008,0,295,85,0,218
CN08-051,22,52,Male,2008,0,255,135,0,219
CN08-052,15,40,Male,2008,0,335,95,CN07-178,218
CN08-053,40,57,Female,2009,1,365,95,CN07-178,216
CN08-053,36,NA,Female,2009,1,335,95,CN07-178,260
CN08-053,40,61,Female,2009,1,345,115,CN07-178,237
CN08-053,42,57,Female,2009,1,335,95,CN07-178,236
CN08-053,43,55,Female,2009,1,345,125,CN07-178,180
CN08-053,32,50,Female,2008,0,355,105,CN07-178,267
CN08-053,17,41,Female,2008,0,345,105,CN07-178,218
CN08-053,50,58,Female,2009,1,355,125,CN07-178,195
CN08-053,29,51,Female,2008,0,345,115,CN07-178,253
CN08-054,26,52,Male,2008,0,415,125,CN07-125,218
CN08-055,16,45,Male,2008,0,445,95,CN08-026,218
CN08-056,12,35,Female,2008,0,445,135,CN08-012,218
CN08-058,16,39,Male,2008,0,365,145,CN07-124,219
CN08-058,26,51,Male,2008,0,365,145,CN07-124,268
CN08-058,23,51,Male,2008,0,365,135,CN07-124,267
CN08-058,25,49,Male,2008,0,355,135,CN07-124,253
CN08-058,20,42,Male,2008,0,355,135,CN07-124,218
CN08-058,22,48,Male,2008,0,365,155,CN07-124,254
CN08-059,35,59,Male,2009,1,185,55,CN07-187,244
CN08-059,38,58,Male,2009,1,235,55,CN07-187,209
CN08-059,NA,NA,Male,2010,2,125,125,CN07-187,222
CN08-059,44,NA,Male,2010,2,155,25,CN07-187,221
CN08-059,41,43,Male,2010,2,145,105,CN07-187,187
CN08-059,39,NA,Male,2010,2,155,25,CN07-187,182
CN08-059,42,NA,Male,2010,2,165,25,CN07-187,173
CN08-059,20,47,Male,2008,0,315,175,CN07-187,219
CN08-059,36,59,Male,2009,1,195,45,CN07-187,224
CN08-059,44,58,Male,2009,1,195,115,CN07-187,194
CN08-059,40,55,Male,2009,1,145,75,CN07-187,182
CN08-059,37,61,Male,2009,1,235,65,CN07-187,168
CN08-059,26,52,Male,2008,0,265,65,CN07-187,262
CN08-059,25,48,Male,2008,0,295,95,CN07-187,240
CN08-059,41,60,Male,2009,1,285,75,CN07-187,216
CN08-060,25,56,Male,2008,0,325,175,CN07-187,254
CN08-060,23,51,Male,2008,0,325,185,CN07-187,219
CN08-060,27,57,Male,2008,0,275,135,CN07-187,253
CN08-061,32,53,Male,2008,0,375,185,CN07-131,268
CN08-061,17,43,Male,2008,0,375,175,CN07-131,219
CN08-061,29,54,Male,2008,0,385,185,CN07-131,254
CN08-062,20,42,Male,2008,0,405,175,CN07-131,219
CN08-062,32,50,Male,2008,0,405,185,CN07-131,254
CN08-062,33,52,Male,2008,0,385,185,CN07-131,268
CN08-063,20,43,Male,2008,0,365,195,CN07-036,219
CN08-063,30,48,Male,2008,0,435,135,CN07-036,253
CN08-063,28,49,Male,2008,0,395,175,CN07-036,254
CN08-063,27,53,Male,2008,0,385,175,CN07-036,268
CN08-064,35,51,Female,2009,1,425,185,CN07-123,196
CN08-064,41,51,Female,2009,1,425,175,CN07-123,217
CN08-064,28,44,Female,2008,0,425,175,CN07-123,268
CN08-064,18,43,Female,2008,0,415,165,CN07-123,219
CN08-064,37,51,Female,2009,1,425,165,CN07-123,243
CN08-064,33,52,Female,2009,1,425,165,CN07-123,181
CN08-065,15,45,Female,2008,0,375,165,CN07-124,219
CN08-066,15,44,Female,2008,0,385,155,CN07-124,219
CN08-067,30,NA,Female,2008,0,265,95,0,240
CN08-067,29,49,Female,2008,0,255,135,0,253
CN08-067,21,49,Female,2008,0,275,85,0,219
CN08-068,43,57,Male,2008,1,225,15,0,238
CN08-069,32,NA,Male,2008,0,45,115,CN08-005,261
CN08-069,28,50,Male,2008,0,35,105,CN08-005,239
CN08-069,29,52,Male,2008,0,35,105,CN08-005,261
CN08-071,39,58,Female,2009,1,75,125,CN07-165,194
CN08-071,46,59,Female,2009,1,45,155,CN07-165,210
CN08-071,34,54,Female,2009,1,65,105,CN07-165,225
CN08-071,34,57,Female,2009,1,65,125,CN07-165,169
CN08-071,26,46,Female,2008,0,85,105,CN07-165,239
CN08-071,24,50,Female,2008,0,75,115,CN07-165,261
CN08-072,NA,NA,Female,2008,0,125,85,CN06-089,239
CN08-073,44,57,Female,2009,1,145,105,CN08-099,169
CN08-073,49,54,Female,2009,1,135,75,CN08-099,209
CN08-073,43,56,Female,2009,1,135,105,CN08-099,259
CN08-073,39,57,Female,2009,1,125,65,CN08-099,244
CN08-073,41,52,Female,2009,1,125,115,CN08-099,225
CN08-073,43,56,Female,2009,1,145,65,CN08-099,224
CN08-073,52,60,Female,2009,1,145,95,CN08-099,210
CN08-073,54,59,Female,2009,1,135,75,CN08-099,182
CN08-073,30,52,Female,2008,0,125,115,CN08-099,239
CN08-073,41,61,Female,2009,1,135,75,CN08-099,168
CN08-073,32,52,Female,2008,0,135,115,CN08-099,261
CN08-073,30,53,Female,2008,0,135,75,CN08-099,260
CN08-073,43,58,Female,2009,1,125,95,CN08-099,194
CN08-075,24,45,Male,2008,0,205,105,CN07-160,240
CN08-075,44,56,Male,2009,1,125,115,CN07-160,169
CN08-076,41,58,Female,2009,1,205,125,CN07-160,194
CN08-076,40,59,Female,2009,1,205,115,CN07-160,210
CN08-076,38,55,Female,2009,1,205,125,CN07-160,169
CN08-076,27,NA,Female,2008,0,205,115,CN07-160,262
CN08-076,23,51,Female,2008,0,215,105,CN07-160,240
CN08-076,40,58,Female,2009,1,215,125,CN07-160,236
CN08-077,26,52,Female,2008,0,195,85,CN08-009,240
CN08-077,28,52,Female,2008,0,205,95,CN08-009,262
CN08-077,41,58,Female,2009,1,225,75,CN08-009,182
CN08-077,39,59,Female,2009,1,215,85,CN08-009,194
CN08-077,47,60,Female,2009,1,215,75,CN08-009,209
CN08-077,39,50,Female,2009,1,215,75,CN08-009,224
CN08-078,33,54,Male,2008,0,335,115,CN07-114,267
CN08-078,42,59,Male,2009,1,365,165,CN07-114,181
CN08-078,44,60,Male,2009,1,265,115,CN07-114,196
CN08-078,NA,NA,Male,2009,1,325,125,CN07-114,195
CN08-078,33,52,Male,2008,0,335,105,CN07-114,262
CN08-078,32,50,Male,2008,0,345,95,CN07-114,253
CN08-078,27,47,Male,2008,0,315,95,CN07-114,240
CN08-078,46,59,Male,2009,1,295,115,CN07-114,195
CN08-079,44,61,Male,2009,1,325,85,CN07-178,236
CN08-079,48,69,Male,2010,2,385,125,CN07-178,188
CN08-079,47,64,Male,2010,2,385,95,CN07-178,180
CN08-079,44,61,Male,2009,1,365,105,CN07-178,237
CN08-079,46,60,Male,2009,1,365,105,CN07-178,216
CN08-079,46,61,Male,2009,1,385,175,CN07-178,196
CN08-079,46,53,Male,2009,1,365,95,CN07-178,195
CN08-079,47,56,Male,2009,1,375,175,CN07-178,181
CN08-079,44,59,Male,2009,1,365,95,CN07-178,180
CN08-079,31,54,Male,2008,0,365,105,CN07-178,267
CN08-079,30,54,Male,2008,0,365,105,CN07-178,253
CN08-079,42,61,Male,2009,1,375,105,CN07-178,266
CN08-080,32,53,Male,2008,0,385,85,CN06-187,253
CN08-080,32,53,Male,2008,0,395,95,CN06-187,267
CN08-081,26,48,Male,2008,0,415,115,CN07-125,253
CN08-081,28,52,Male,2008,0,415,125,CN07-125,267
CN08-081,27,52,Male,2008,0,405,145,CN07-125,268
CN08-082,22,47,Male,2008,0,455,125,CN08-012,267
CN08-082,15,41,Male,2008,0,445,135,CN08-012,253
CN08-083,23,49,Female,2008,0,375,125,CN07-124,267
CN08-083,23,NA,Female,2008,0,375,135,CN07-124,253
CN08-083,20,47,Female,2008,0,385,165,CN07-124,254
CN08-085,16,40,Female,2008,0,365,175,CN07-036,254
CN08-085,21,42,Female,2008,0,365,175,CN07-036,268
CN08-086,26,48,Female,2008,0,385,195,CN07-131,254
CN08-087,21,48,Male,2008,0,405,195,CN07-036,254
CN08-087,25,47,Male,2008,0,395,195,CN07-036,268
CN08-088,24,52,Male,2008,0,425,165,CN07-123,254
CN08-088,28,53,Male,2008,0,425,185,CN07-123,268
CN08-089,38,55,Female,2009,1,435,95,CN08-012,237
CN08-089,41,54,Female,2010,2,445,105,CN08-012,180
CN08-089,39,55,Female,2009,1,425,155,CN08-012,267
CN08-089,39,55,Female,2009,1,445,125,CN08-012,266
CN08-089,38,53,Female,2009,1,435,145,CN08-012,181
CN08-089,35,52,Female,2009,1,425,155,CN08-012,243
CN08-089,42,58,Female,2010,2,435,125,CN08-012,188
CN08-089,37,51,Female,2009,1,435,145,CN08-012,217
CN08-089,37,55,Female,2009,1,445,125,CN08-012,216
CN08-089,NA,NA,Female,2009,1,445,135,CN08-012,195
CN08-089,38,58,Female,2010,2,455,125,CN08-012,229
CN08-089,33,56,Female,2009,1,425,105,CN08-012,180
CN08-089,NA,40,Female,2008,0,435,155,CN08-012,254
CN08-089,37,55,Female,2009,1,435,155,CN08-012,196
CN08-090,26,48,Male,2008,0,425,165,CN08-012,268
CN08-090,27,48,Male,2008,0,445,125,CN08-012,267
CN08-090,24,48,Male,2008,0,425,155,CN08-012,254
CN08-091,22,44,Male,2008,0,375,165,CN07-124,254
CN08-091,23,48,Male,2008,0,375,165,CN07-124,268
CN08-091,46,56,Male,2009,1,445,125,CN07-124,180
CN08-091,42,56,Male,2009,1,435,95,CN07-124,195
CN08-091,44,57,Male,2009,1,435,145,CN07-124,196
CN08-091,43,55,Male,2009,1,435,105,CN07-124,216
CN08-091,45,59,Male,2009,1,445,85,CN07-124,237
CN08-091,45,57,Male,2009,1,425,105,CN07-124,266
CN08-092,23,48,Male,2008,0,325,165,CN07-113,254
CN08-092,23,49,Male,2008,0,325,135,CN07-113,267
CN08-092,22,48,Male,2008,0,325,165,CN07-113,268
CN08-093,38,56,Female,2009,1,305,95,CN07-187,260
CN08-093,38,NA,Female,2009,1,305,155,CN07-187,243
CN08-093,41,59,Female,2010,2,325,175,CN07-187,230
CN08-093,45,59,Female,2010,2,315,95,CN07-187,229
CN08-093,43,58,Female,2010,2,325,165,CN07-187,189
CN08-093,43,59,Female,2010,2,315,175,CN07-187,189
CN08-093,44,59,Female,2010,2,315,135,CN07-187,188
CN08-093,39,58,Female,2010,2,305,145,CN07-187,181
CN08-093,41,58,Female,2010,2,305,125,CN07-187,180
CN08-093,36,58,Female,2009,1,305,155,CN07-187,267
CN08-093,40,59,Female,2009,1,305,155,CN07-187,181
CN08-093,33,57,Female,2009,1,325,115,CN07-187,266
CN08-093,20,47,Female,2008,0,285,125,CN07-187,267
CN08-093,38,55,Female,2009,1,325,135,CN07-187,180
CN08-093,NA,NA,Female,2009,1,325,155,CN07-187,181
CN08-093,39,56,Female,2009,1,315,135,CN07-187,195
CN08-093,37,56,Female,2009,1,315,175,CN07-187,196
CN08-093,37,56,Female,2009,1,325,165,CN07-187,196
CN08-093,34,58,Female,2009,1,335,135,CN07-187,237
CN08-093,38,57,Female,2009,1,325,175,CN07-187,217
CN08-093,20,49,Female,2008,0,305,145,CN07-187,254
CN08-093,22,48,Female,2008,0,305,155,CN07-187,268
CN08-094,25,50,Male,2008,0,35,45,0,260
CN08-095,46,55,Male,2009,1,155,95,0,259
CN08-095,46,55,Male,2009,1,275,95,0,217
CN08-095,43,55,Male,2009,1,225,75,0,260
CN08-095,47,55,Male,2009,1,195,75,0,244
CN08-095,45,55,Male,2009,1,215,85,0,236
CN08-095,47,54,Male,2009,1,145,95,0,225
CN08-095,47,59,Male,2009,1,255,135,0,196
CN08-095,55,55,Male,2009,1,285,95,0,195
CN08-095,51,56,Male,2009,1,155,125,0,194
CN08-095,NA,NA,Male,2009,1,205,115,0,260
CN08-095,34,52,Male,2008,0,225,55,0,262
CN08-095,33,54,Male,2008,0,225,35,0,260
CN08-095,51,56,Male,2009,1,195,85,0,210
CN08-096,49,63,Male,2009,1,135,105,CN07-026,210
CN08-096,51,62,Male,2009,1,165,55,CN07-026,224
CN08-096,48,62,Male,2009,1,155,45,CN07-026,209
CN08-096,49,67,Male,2009,1,145,85,CN07-026,194
CN08-096,46,63,Male,2009,1,195,55,CN07-026,168
CN08-096,33,56,Male,2008,0,185,85,CN07-026,261
CN08-096,28,58,Male,2008,0,185,75,CN07-026,260
CN08-096,44,53,Male,2009,1,135,75,CN07-026,244
CN08-096,51,62,Male,2009,1,155,55,CN07-026,182
CN08-097,32,52,Male,2008,0,75,65,CN07-004,260
CN08-097,30,50,Male,2008,0,55,85,CN07-004,261
CN08-097,44,55,Male,2009,1,65,55,CN07-004,168
CN08-099,36,59,Female,2008,1,125,105,CN07-F1,261
CN08-100,26,47,Male,2008,0,125,125,CN08-099,261
CN08-101,41,64,Female,2009,1,195,105,CN07-026,169
CN08-101,38,66,Female,2009,1,205,95,CN07-026,194
CN08-101,48,65,Female,2009,1,205,85,CN07-026,210
CN08-101,49,65,Female,2009,1,195,95,CN07-026,236
CN08-101,44,61,Female,2009,1,205,85,CN07-026,260
CN08-101,30,55,Female,2008,0,195,85,CN07-026,262
CN08-102,25,51,Male,2008,0,315,95,CN07-114,262
CN08-103,25,52,Female,2008,0,255,45,CN07-043,262
CN08-103,36,57,Female,2009,1,275,45,CN07-043,168
CN08-104,28,52,Male,2008,0,395,85,CN08-F5,267
CN08-107,27,46,Female,2008,0,425,105,CN08-026,267
CN08-108,24,47,Male,2008,0,435,95,CN08-026,267
CN08-109,32,57,Male,2008,0,425,85,0,267
CN08-112,39,56,Female,2009,1,385,155,CN07-125,181
CN08-112,NA,NA,Female,2009,1,415,135,CN07-125,237
CN08-112,41,53,Female,2009,1,405,135,CN07-125,216
CN08-112,44,55,Female,2009,1,395,105,CN07-125,195
CN08-112,38,60,Female,2009,1,385,135,CN07-125,180
CN08-112,22,41,Female,2008,0,395,145,CN07-125,268
CN08-112,18,42,Female,2008,0,405,135,CN07-125,267
CN08-112,35,58,Female,2009,1,395,155,CN07-125,196
CN08-113,46,56,Female,2009,1,285,75,CN07-108,236
CN08-113,39,57,Female,2009,1,275,65,CN07-108,209
CN08-113,40,60,Female,2009,1,255,125,CN07-108,237
CN08-113,NA,NA,Female,2009,1,255,105,CN07-108,260
CN08-113,41,53,Female,2009,1,265,125,CN07-108,217
CN08-113,40,56,Female,2009,1,285,125,CN07-108,216
CN08-113,42,55,Female,2009,1,285,135,CN07-108,195
CN08-113,39,57,Female,2009,1,275,75,CN07-108,182
CN08-113,36,54,Female,2009,1,255,135,CN07-108,181
CN08-113,40,55,Female,2009,1,285,105,CN07-108,180
CN08-113,37,57,Female,2009,1,275,65,CN07-108,168
CN08-113,23,47,Female,2008,0,265,115,CN07-108,267
CN08-113,47,58,Female,2009,1,275,105,CN07-108,196
CN08-113,41,54,Female,2009,1,255,145,CN07-108,243
CN08-115,11,37,Female,2008,0,375,205,CN07-036,268
CN08-116,22,49,Female,2008,0,395,165,CN07-124,268
CN08-117,49,63,Male,2010,2,435,145,CN07-125,181
CN08-117,50,63,Male,2010,2,435,135,CN07-125,180
CN08-117,43,61,Male,2009,1,375,195,CN07-125,267
CN08-117,43,60,Male,2009,1,445,135,CN07-125,266
CN08-117,46,60,Male,2009,1,425,155,CN07-125,196
CN08-117,44,54,Male,2009,1,425,175,CN07-125,243
CN08-117,58,57,Male,2010,2,435,95,CN07-125,188
CN08-117,47,59,Male,2009,1,385,175,CN07-125,217
CN08-117,NA,NA,Male,2009,1,435,135,CN07-125,195
CN08-117,50,55,Male,2009,1,385,185,CN07-125,181
CN08-117,48,58,Male,2009,1,435,135,CN07-125,180
CN08-117,17,44,Male,2008,0,395,155,CN07-125,268
CN08-117,46,61,Male,2009,1,445,135,CN07-125,237
CN08-118,18,44,Male,2008,0,405,155,CN07-125,268
CN09-001,41,54,Female,2009,1,135,115,0,169
CN09-001,42,53,Female,2009,1,125,125,0,210
CN09-002,46,66,Male,2009,1,325,135,0,216
CN09-002,45,66,Male,2009,1,265,95,0,217
CN09-002,47,66,Male,2009,1,285,85,0,236
CN09-002,44,64,Male,2009,1,355,145,0,243
CN09-002,49,46,Male,2009,1,335,105,0,195
CN09-002,51,64,Male,2009,1,265,105,0,181
CN09-002,48,65,Male,2009,1,285,115,0,180
CN09-002,45,68,Male,2009,1,325,125,0,237
CN09-002,47,63,Male,2009,1,315,145,0,196
CN09-003,36,52,Female,2009,1,375,85,CN08-F5,180
CN09-006,20,46,Male,2009,0,405,125,CN08-112,180
CN09-006,22,46,Male,2009,0,405,145,CN08-112,181
CN09-008,40,55,Female,2009,1,385,175,CN07-036,181
CN09-008,41,59,Female,2009,1,405,175,CN07-036,196
CN09-008,45,54,Female,2009,1,405,185,CN07-036,217
CN09-008,36,58,Female,2009,1,395,175,CN07-036,243
CN09-008,38,60,Female,2009,1,385,175,CN07-036,267
CN09-010,20,NA,Male,2009,0,395,155,CN08-112,181
CN09-011,20,44,Male,2009,0,395,145,CN08-112,181
CN09-011,28,53,Male,2009,0,395,145,CN08-112,196
CN09-012,45,61,Male,2009,1,35,135,CN06-089,194
CN09-012,44,60,Male,2009,1,45,135,CN06-089,210
CN09-012,48,60,Male,2009,1,25,125,CN06-089,225
CN09-013,30,48,Female,2009,1,65,85,0,194
CN09-013,37,46,Female,2009,1,75,75,0,209
CN09-013,38,50,Female,2009,1,75,95,0,210
CN09-013,39,51,Female,2009,1,75,75,0,224
CN09-013,38,51,Female,2009,1,65,85,0,225
CN09-013,38,51,Female,2009,1,65,75,0,244
CN09-013,40,51,Female,2009,1,75,95,0,259
CN09-014,37,51,Female,2009,0,145,85,CN08-073,259
CN09-014,26,48,Female,2009,0,145,105,CN08-073,194
CN09-014,35,50,Female,2009,0,165,55,CN08-073,209
CN09-014,38,50,Female,2009,0,155,75,CN08-073,224
CN09-015,27,45,Male,2009,0,155,105,CN08-073,194
CN09-015,29,48,Male,2009,0,145,65,CN08-073,209
CN09-015,29,52,Male,2009,0,135,85,CN08-073,210
CN09-015,32,53,Male,2009,0,125,45,CN08-073,224
CN09-015,34,50,Male,2009,0,125,85,CN08-073,225
CN09-016,21,46,Female,2009,0,215,95,CN08-077,194
CN09-017,17,39,Male,2009,0,285,75,CN08-113,195
CN09-017,20,44,Male,2009,0,275,95,CN08-113,196
CN09-018,14,41,Male,2009,0,285,115,CN08-113,195
CN09-019,NA,NA,Male,2009,0,335,125,CN08-053,195
CN09-020,52,59,Male,2010,1,395,185,CN07-125,189
CN09-020,46,53,Male,2011,2,305,155,CN07-125,179
CN09-020,46,NA,Male,2011,2,355,105,CN07-125,229
CN09-020,17,41,Male,2009,0,375,125,CN07-125,195
CN09-020,46,NA,Male,2011,2,305,155,CN07-125,214
CN09-020,46,NA,Male,2010,1,365,145,CN07-125,230
CN09-020,49,56,Male,2010,1,365,135,CN07-125,229
CN09-020,46,NA,Male,2010,1,365,165,CN07-125,181
CN09-020,51,NA,Male,2010,1,345,115,CN07-125,180
CN09-020,35,53,Male,2009,0,355,145,CN07-125,267
CN09-020,36,54,Male,2009,0,345,125,CN07-125,266
CN09-020,28,49,Male,2009,0,385,135,CN07-125,216
CN09-020,48,52,Male,2011,2,325,135,CN07-125,178
CN09-020,31,52,Male,2009,0,365,115,CN07-125,237
CN09-021,36,57,Female,2009,1,455,75,0,195
CN09-022,NA,NA,Male,2009,0,445,115,CN08-089,195
CN09-023,NA,NA,Male,2009,0,435,115,CN08-089,195
CN09-024,14,36,Female,2009,0,315,185,CN07-113,196
CN09-025,30,52,Male,2009,0,365,175,CN07-036,196
CN09-026,45,64,Male,2010,1,285,65,CN07-036,229
CN09-026,15,31,Male,2009,0,365,195,CN07-036,196
CN09-026,46,64,Male,2010,1,275,105,CN07-036,230
CN09-026,49,66,Male,2010,1,275,55,CN07-036,221
CN09-026,53,64,Male,2010,1,275,95,CN07-036,189
CN09-026,50,62,Male,2010,1,295,45,CN07-036,188
CN09-026,47,60,Male,2010,1,275,55,CN07-036,182
CN09-026,50,59,Male,2010,1,295,75,CN07-036,180
CN09-026,32,49,Male,2009,0,295,55,CN07-036,260
CN09-026,30,NA,Male,2009,0,315,125,CN07-036,237
CN09-026,28,53,Male,2009,0,305,95,CN07-036,236
CN09-026,25,42,Male,2009,0,365,175,CN07-036,217
CN09-027,27,50,Female,2009,0,395,205,CN09-008,243
CN09-027,29,49,Female,2009,0,395,185,CN09-008,267
CN09-027,15,37,Female,2009,0,395,185,CN09-008,196
CN09-029,22,48,Male,2009,0,375,155,CN07-125,196
